TRACT_ID,TOTAL_KWH,TOTAL_THERMS,TOTAL_SQFT,TOTAL_SQFT,KWH_PER_SQFT,THERMS_PER_SQFT,KWH_PER_SQMETER,THERMS_PER_SQMETER
Census Tract 620400,12985463,1349985,1111559,1214132,11.6822076,1.111893106,125.7462902,11.96832293
Census Tract 630100,6105828,4858047,684686,773310,8.917705342,6.282146875,95.98942276,67.6204953
Census Tract 630200,3306897,505733,571611,560718,5.785222818,0.901938229,62.27164696,9.708386481
Census Tract 630300,13298607,1398043,1418394,1128229,9.375820118,1.239148258,100.9205313,13.33808659
Census Tract 630400,10304520,1718731,1514016,1541995,6.806083952,1.114615158,73.26010949,11.99762287
Census Tract 630500,8689725,1487719,1325984,1388994,6.55341618,1.071076621,70.54041506,11.52897776
Census Tract 630800,10407976,1803288,1438169,1450559,7.236963111,1.243167634,77.89805615,13.38135081
Census Tract 630900,7617426,1366993,1055569,1089348,7.216416928,1.254872639,77.67689878,13.50734249
Census Tract 640100,4568441,435213,543049,513527,8.412576029,0.847497795,90.55225374,9.122394268
Census Tract 640300,17666959,2242041,2374549,2423672,7.440132421,0.925059579,80.08495335,9.957262726
Census Tract 640400,27171643,2403500,2886880,2910235,9.41211377,0.825878323,101.3111931,8.889684106
Census Tract 640500,12142269,1027771,1516058,1145388,8.009105852,0.897312526,86.20933503,9.658595809
Census Tract 640600,10823500,1265208,1623511,1389148,6.666724155,0.910779845,71.76005248,9.803556881
Census Tract 640700,8406792,994803,1011986,1095102,8.307221641,0.908411271,89.41822806,9.778061756
Census Tract 640800,3940003,540386,490501,493049,8.032609516,1.096008713,86.46232646,11.79734468
Census Tract 650100,8569678,1409405,1233672,1246958,6.946480102,1.130274636,74.77132172,12.16618017
Census Tract 650200,15763685,2275953,2107853,2182116,7.478550449,1.043002755,80.49848174,11.22679305
Census Tract 650301,13251653,1857554,1683293,1735103,7.872457736,1.070572756,84.73846632,11.5235542
Census Tract 650302,8437891,1327463,1135393,1189029,7.431691934,1.116426092,79.99410066,12.01711562
Census Tract 650400,13199991,1879957,1677344,1691314,7.86957893,1.111536356,84.70747909,11.96448291
Census Tract 650500,86227793,4118985,4704702,2787045,18.32800313,1.477904017,197.2810688,15.90803329
Census Tract 660301,2770961,578360,466620,457642,5.938367408,1.263782607,63.92008232,13.60324863
Census Tract 660302,8328926,1476823,1266089,1269109,6.578468022,1.163669157,70.81007096,12.52563595
Census Tract 660400,9785716,1680475,1370590,1424220,7.139783597,1.179926556,76.85202412,12.70062922
Census Tract 660500,9315923,1436448,1285278,1280942,7.248177437,1.12139972,78.01876621,12.07065132
Census Tract 660600,10574897,1989513,1676481,1708889,6.307794124,1.164214294,67.89656011,12.53150376
Census Tract 660700,5701307,767359,646002,692776,8.825525308,1.107658175,94.9972047,11.9227385
Census Tract 660800,9376643,1760296,1679786,1675487,5.582046165,1.050617522,60.08467074,11.30875776
Census Tract 660900,8510399,1465874,1439499,1392252,5.912056208,1.052879795,63.63687081,11.33310867
Census Tract 661000,13562737,2026301,1744295,1715019,7.775483505,1.181503529,83.69464393,12.71760361
Census Tract 661100,12537804,1876037,1675394,1677186,7.483495822,1.118562282,80.55171332,12.04010939
Census Tract 670100,2133742,421307,449309,406236,4.748941152,1.037099125,51.11719914,11.16324688
Census Tract 670200,1854262,362863,361472,351164,5.129752789,1.033314918,55.21622325,11.122514
Census Tract 670300,4961746,561894,544291,513227,9.115980239,1.094825487,98.1236369,11.78460853
Census Tract 670400,3688251,653822,682391,580817,5.404893968,1.125693635,58.17781954,12.11687066
Census Tract 670500,2027673,381111,302387,305041,6.705556125,1.249376313,72.1780365,13.4481805
Census Tract 670600,2767134,490198,343792,347754,8.048860939,1.409611392,86.63725541,15.17293728
Census Tract 670700,3084882,533307,445660,431224,6.922052686,1.236728475,74.50838709,13.31204025
Census Tract 670800,3752823,666942,582397,562123,6.443754003,1.186469865,69.3600207,12.77106084
Census Tract 670900,2144594,405858,372973,342766,5.749997989,1.184067265,61.8924899,12.74519945
Census Tract 671100,1983182,415300,366359,359006,5.413220366,1.156805179,58.26744417,12.45175267
Census Tract 671200,3294545,402520,465617,363475,7.075654454,1.107421418,76.16174348,11.92019007
Census Tract 671300,4280449,749182,617033,576553,6.937147608,1.299415665,74.67086755,13.98679984
Census Tract 671400,4721888,598950,501057,426550,9.423853973,1.404173016,101.4375636,15.11439906
Census Tract 671500,7060211,984493,827573,771559,8.531224436,1.275978895,91.82937511,13.73452843
Census Tract 671600,4409519,825917,652601,656203,6.756837639,1.258630332,72.73002636,13.54778998
Census Tract 671800,2989703,538555,398795,371759,7.496841736,1.448667013,80.6953676,15.59332866
Census Tract 671900,3254570,510757,495780,408302,6.564544758,1.250929459,70.66020212,13.46489843
Census Tract 672000,8148741,1322825,1121688,1185431,7.264712647,1.115902149,78.19674981,12.01147593
Census Tract 680500,2298718,495081,501466,463234,4.583995725,1.068749271,49.34174057,11.50392637
Census Tract 680600,2114456,405695,403655,376183,5.23827526,1.078451179,56.38434991,11.60835688
Census Tract 680900,15340591,1428877,1692249,1070021,9.06520908,1.335372857,97.57714046,14.37384
Census Tract 681000,6206920,1140785,1353292,1238000,4.58653417,0.921474152,49.36906419,9.918669492
Census Tract 681100,6229767,1206412,1201934,1129967,5.18311904,1.067652418,55.79065304,11.49211993
Census Tract 681200,4816942,1028177,1011892,1007996,4.76033213,1.020020913,51.23981067,10.97941846
Census Tract 681300,3853886,991942,1092563,1044498,3.52738103,0.949683006,37.96842976,10.2223072
Census Tract 681400,5728919,1081554,865298,826837,6.620746841,1.308061928,71.26515657,14.07986747
Census Tract 690300,2260653,584051,602444,593512,3.752469939,0.984059295,40.39126766,10.59233065
Census Tract 690400,6135762,1390808,1499117,1331420,4.092917364,1.044605008,44.05581482,11.24403957
Census Tract 690500,1692394,309818,319397,328512,5.298716018,0.943094925,57.0349291,10.15139366
Census Tract 690900,8172461,1727779,1905352,1732796,4.289213227,0.997104679,46.16872681,10.73275007
Census Tract 691000,8654827,1305688,1375818,1340195,6.290677255,0.974252254,67.71231559,10.4867685
Census Tract 691100,6338944,1346896,1286686,1225866,4.926566388,1.098730204,53.0291421,11.82663858
Census Tract 691200,5076299,1065235,1121716,1015814,4.525476145,1.048651623,48.7118408,11.28759699
Census Tract 691300,8496985,1258520,1061513,965394,8.004598154,1.303633542,86.16081455,14.03220071
Census Tract 691400,8957158,1610731,1475961,1328778,6.068695582,1.212189696,65.32292372,13.04790691
Census Tract 691500,4587433,693354,738442,639378,6.212313222,1.084419545,66.86881179,11.67259986
Census Tract 700100,13313899,1414023,1671985,1529637,7.962929691,0.924417362,85.71229876,9.950349954
Census Tract 700200,15375728,2113460,2094721,2112903,7.340227171,1.000263618,79.00958173,10.76675262
Census Tract 700301,18454215,1800027,1913013,2074936,9.646675166,0.867509648,103.835992,9.337800162
Census Tract 700302,14641400,2034374,2093245,2134836,6.994594517,0.952941584,75.2892212,10.25738226
Census Tract 700401,18538346,2228548,2076585,2082153,8.927323466,1.070309435,96.09295142,11.52071983
Census Tract 700402,17379956,1522118,1661142,1705433,10.46265521,0.892511169,112.6191319,9.606914402
Census Tract 700501,22171723,2945639,2814125,2696726,7.878727135,1.092301925,84.8059496,11.75744513
Census Tract 700502,10253943,1198198,1269519,1187494,8.077029962,1.00901394,86.94046437,10.86094034
Census Tract 710100,2109002,435936,477012,461450,4.421276614,0.944709069,47.59024589,10.16876817
Census Tract 710200,10340349,1851349,1865998,1508773,5.541457708,1.227056025,59.64778003,13.20792682
Census Tract 710300,2581034,657083,530082,524823,4.869122136,1.252008772,52.41081704,13.47651607
Census Tract 710400,13832111,2463133,2118978,2029013,6.527727518,1.213956244,70.26390448,13.06692188
Census Tract 710500,10953979,2165055,2010652,1844482,5.447973593,1.1738011,58.64152495,12.63469532
Census Tract 710600,3832732,945357,686099,686925,5.586266705,1.376215744,60.13010027,14.81346936
Census Tract 710700,7115250,1714786,1306348,1263954,5.446672709,1.356683867,58.62752235,14.60322989
Census Tract 710800,13352001,2750555,2529963,2513493,5.277547933,1.094315759,56.80707762,11.77912187
Census Tract 710900,4580146,705685,649383,603741,7.053073456,1.168853863,75.91868353,12.58144369
Census Tract 711000,7543012,1455723,1162347,1155685,6.489466571,1.259619187,69.85206689,13.55843392
Census Tract 711100,7407465,1237400,1078449,1032724,6.868628002,1.198190417,73.93332833,12.89721986
Census Tract 711200,14637987,2474482,2151644,2138070,6.803163999,1.157343773,73.22867937,12.45755005
Census Tract 711300,4466591,683432,621959,578375,7.181487847,1.181641668,77.30092513,12.71909054
Census Tract 711400,6847443,1376001,929840,936176,7.364108879,1.469810164,79.2666424,15.82091175
Census Tract 711500,6239161,987208,767323,775087,8.13107518,1.273673794,87.52220251,13.70971652
Census Tract 720100,14411014,2016235,2362168,2225059,6.10075744,0.906149005,65.66803483,9.753710919
Census Tract 720200,15948108,2259161,2313094,2394148,6.894708127,0.943617938,74.21405258,10.15702333
Census Tract 720300,16723253,2357696,2540081,2620315,6.58374792,0.89977579,70.86690333,9.685110172
Census Tract 720400,8023558,891373,959493,970721,8.362289251,0.918258696,90.01097113,9.884058603
Census Tract 720500,8742244,1018927,1133515,1150483,7.712508436,0.885651505,83.01678564,9.533077561
Census Tract 720600,8409394,1103696,1195807,1208402,7.032400713,0.913351683,75.69616389,9.831239924
Census Tract 720700,9553486,1571446,1607118,1551456,5.94448323,1.012884671,63.98591251,10.90260455
Census Tract 730100,7129415,1108329,912028,903834,7.81710101,1.22625283,84.14261122,13.19928129
Census Tract 730201,13050153,2841693,2564481,2474658,5.088808613,1.148317464,54.77550362,12.36039164
Census Tract 730202,8052337,1325706,1065735,1065450,7.555665339,1.244268619,81.32853986,13.39320171
Census Tract 730300,3257305,523504,388861,392983,8.37652786,1.332128871,90.1642343,14.338922
Census Tract 730400,10994267,1782517,1432725,1474994,7.673675688,1.208491018,82.59879324,13.00809465
Census Tract 730500,12626698,1985690,1639966,1600069,7.699365719,1.241002732,82.87531854,13.35804798
Census Tract 730600,10067483,1608875,1372563,1346443,7.334805761,1.19490762,78.95122613,12.86188411
Census Tract 730700,6077436,960334,727991,745426,8.34822958,1.288302259,89.85963402,13.86717608
Census Tract 740100,15038910,1378073,1401262,1414099,10.73240408,0.974523707,115.5226858,10.4896904
Census Tract 740200,20116679,2869471,2443489,2967906,8.23276839,0.966833518,88.61681958,10.40691386
Census Tract 740300,16793632,1924257,1939341,1954536,8.659452876,0.984508344,93.20961515,10.59716418
Census Tract 740400,20070963,2089983,2362915,1978422,8.49415362,1.05638888,91.43034799,11.37088016
Census Tract 750100,10896139,1675427,1382821,1366306,7.879645305,1.226245804,84.81583269,13.19920567
Census Tract 750200,12805607,2028149,2037227,1973242,6.285802711,1.027825781,67.65984641,11.0634294
Census Tract 750300,9447039,1123469,1228228,1215466,7.691600419,0.924311334,82.79173352,9.949208681
Census Tract 750400,11515909,1411054,1527565,1503218,7.538735831,0.938688866,81.14631208,10.10396721
Census Tract 750500,17951536,2472735,2704393,2291323,6.6379169,1.079173473,71.44997363,11.61613159
Census Tract 750600,10508550,1611578,1346454,1360648,7.804611223,1.184419482,84.00817221,12.74899069
Census Tract 760801,46380715,1026122,7767633,5084712,5.971022962,0.201805333,64.27158393,2.172215465
Census Tract 760802,9878853,896366,1508431,1162732,6.549091738,0.770913676,70.49386713,8.298049317
Census Tract 760803,8932489,1683104,2322094,2164295,3.846738763,0.777668479,41.40596926,8.370757442
Census Tract 770700,346683,,34471,,10.05723652,#DIV/0!,108.2552395,#DIV/0!
Census Tract 770902,72950,67568,41144,41144,1.773041027,1.64223216,19.08486299,17.67684747
Census Tract 810400,5389753,48794,219992,57465,24.49976817,0.849108153,263.7134234,9.139728026
Census Tract 830500,30400603,2139372,2019715,1737585,15.05192713,1.231233004,162.017665,13.25288747
Census Tract 830600,10051238,1605595,1945718,1871003,5.165824647,0.858146673,55.60449767,9.237017892
Census Tract 830700,11030014,1034474,1750981,1590140,6.299333916,0.650555297,67.80549515,7.002521953
Census Tract 830800,7598639,1236014,1119615,1091823,6.786832081,1.132064446,73.05288398,12.18544553
Census Tract 830900,26618174,1472446,2358132,2083283,11.28782189,0.706791156,121.5011559,7.607839963
Census Tract 831000,9668690,940897,1241567,1273180,7.787489519,0.739013337,83.82387565,7.954676778
Census Tract 831100,27590199,2679651,3345996,3578902,8.245735799,0.748735506,88.75639967,8.059325383
Census Tract 831200,9042399,1585788,1574194,1586126,5.744145258,0.999786902,61.8294916,10.76162128
Census Tract 831300,4312739,568454,537007,792351,8.031066634,0.717426999,86.44571902,7.722323272
Census Tract 831400,53124642,4410120,3031898,2855352,17.52190938,1.544510099,188.6043441,16.6249755
Census Tract 831500,20705815,1231563,1637756,2068862,12.642796,0.595285234,136.0859821,6.407599691
Census Tract 831600,17839000,2290106,2284469,2312609,7.808816841,0.990269432,84.05344113,10.65917604
Census Tract 831700,11980461,858678,1068181,1061354,11.21575931,0.809040151,120.7254805,8.708439454
Census Tract 831800,25210579,2909973,3085187,2563135,8.171491388,1.135317882,87.95723914,12.22046524
Census Tract 831900,9057881,1140459,1244672,1264577,7.277323664,0.901850184,78.33249372,9.707438768
Census Tract 832000,15746833,835073,1088703,1039779,14.46384643,0.803125472,155.6876143,8.644774354
Census Tract 832100,8531218,926535,1158496,1166493,7.364046143,0.794291093,79.26596711,8.549681851
Census Tract 832200,10034559,1274986,1526017,1550708,6.575653482,0.822196055,70.77977549,8.850048491
Census Tract 832300,11543955,1633683,1453594,1653187,7.941663903,0.988202182,85.48339562,10.63692434
Census Tract 832400,8643633,1039289,1334520,1373800,6.476960255,0.75650677,69.71744998,8.142974603
Census Tract 832500,26412903,1633519,2574854,2471862,10.25801968,0.660845549,110.4164524,7.113285349
Census Tract 832600,44139486,2122522,3057239,3185035,14.43769558,0.666404608,155.4061288,7.173122588
Census Tract 832900,6536817,789153,1078498,1115270,6.061037665,0.707589194,65.24049455,7.616429972
Census Tract 833000,42813564,2495121,3667310,4912668,11.67437822,0.507895303,125.6620155,5.466941891
Census Tract 833100,58771884,3038022,4290617,4567113,13.69776981,0.665195278,147.4416306,7.160105461
Census Tract 833300,7243981,889885,1094383,1070800,6.619237506,0.831046881,71.24891022,8.945318029
Census Tract 833900,5436363,803167,944191,910340,5.757694153,0.882271459,61.97533075,9.496695037
Census Tract 834000,7365269,1042604,861760,904121,8.546775204,1.153168658,91.99676226,12.41260947
Census Tract 834200,9777370,3049912,2262880,2357597,4.320763805,1.293652817,46.50833456,13.92476903
Census Tract 834300,19238613,3307660,2746865,2756419,7.003843654,1.199984473,75.38877813,12.91653093
Census Tract 834400,7988007,1433503,1752758,1799121,4.557392977,0.79677965,49.05539086,8.576468463
Census Tract 834500,2266040,417204,486749,445265,4.655458974,0.936979102,50.11096492,10.08556346
Census Tract 834600,5439361,1101328,1182420,1125892,4.600193671,0.978182632,49.51609389,10.52907476
Census Tract 834700,3453522,795309,786605,887666,4.390414503,0.895955235,47.25804875,9.643986044
Census Tract 834800,3133556,626878,621452,604344,5.042313807,1.037286711,54.27503748,11.16526604
Census Tract 834900,4190590,770238,586502,530349,7.145056624,1.452322904,76.90878253,15.63268037
Census Tract 835000,14814894,1898262,1827078,1799942,8.108517535,1.054623982,87.27939393,11.35188296
Census Tract 835100,9393787,1644370,1482805,1558842,6.335146563,1.054866369,68.19097945,11.35449198
Census Tract 835200,8926819,765935,838644,1889183,10.6443485,0.405431872,114.574863,4.364034228
Census Tract 835500,3504464,465118,500753,463207,6.998388427,1.004125585,75.33005852,10.8083225
Census Tract 835600,4085637,450340,313356,295771,13.03832382,1.522596874,140.34341,16.38910341
Census Tract 835700,855122,,119432,,7.159906893,#DIV/0!,77.06862957,#DIV/0!
Census Tract 835800,2004105,412890,550785,542702,3.63863395,0.760804272,39.16594674,8.189232554
Census Tract 835900,7817280,939040,1377321,1306525,5.67571394,0.718730985,61.09290271,7.736359266
Census Tract 836000,4058874,804161,956001,926013,4.245679659,0.868412215,45.70013519,9.347515306
Census Tract 836100,4206615,557072,528729,575628,7.956089036,0.967763903,85.63866652,10.41692844
Census Tract 836200,1144595,261838,383621,897395,2.983660957,0.291775639,32.11587308,3.140648197
Census Tract 836300,3239481,950678,997033,981751,3.249121142,0.968349408,34.97326397,10.42323077
Census Tract 836400,4326263,624055,839308,799731,5.15455947,0.780331136,55.48324027,8.399418063
Census Tract 836500,1620312,222201,223906,218073,7.23657249,1.018929441,77.89385155,10.96766995
Census Tract 836600,10177492,1169326,1320971,1257673,7.704553696,0.9297536,82.93116149,10.00778877
Census Tract 836700,5476835,869483,946192,916587,5.788291383,0.948609352,62.30467674,10.21075048
Census Tract 836800,5156834,837210,880112,914457,5.859292908,0.915526919,63.06893112,9.854653986
Census Tract 836900,2584984,492066,500764,488380,5.162080341,1.007547402,55.56419428,10.84515464
Census Tract 837000,3865458,767224,638005,635218,6.058664117,1.207812121,65.21494588,13.00078707
Census Tract 837100,4724586,801505,1137230,1163599,4.154468313,0.688815477,44.71834401,7.414351278
Census Tract 837300,3985391,813303,807602,804002,4.934845382,1.011568379,53.11825648,10.8884361
Census Tract 837400,3462180,782426,717989,758518,4.822051591,1.031519357,51.9041537,11.10318674
Census Tract 837800,14099194,1568671,1459289,1778649,9.661687301,0.881945229,103.9975814,9.493183527
Census Tract 838000,7831981,707171,882737,939002,8.872383281,0.753109152,95.50157993,8.106402937
Census Tract 838100,10674233,466264,1917940,1906192,5.565467637,0.244604951,59.90622087,2.632906909
Census Tract 838200,11105129,433786,765310,872954,14.51062837,0.496917363,156.1911711,5.348776286
Census Tract 838300,3465912,292465,306247,314183,11.31737454,0.930874681,121.8192581,10.01985599
Census Tract 838600,2664290,408348,403589,508191,6.601493103,0.80353253,71.05791097,8.649155895
Census Tract 838700,6797192,1353294,1424388,1430669,4.77200875,0.94591691,51.36549681,10.18176927
Census Tract 838800,22873301,1855055,909317,768534,25.15437521,2.413757882,270.7595579,25.98148479
Census Tract 839000,63969425,1844637,5105261,3694029,12.53009885,0.499356394,134.8729196,5.375029803
Census Tract 839100,1022806404,11645075,67858012,55782167,15.07274342,0.208759817,162.2417298,2.247072941
Census Tract 839200,7342648,808000,1264950,1072647,5.804694257,0.753276707,62.48123588,8.108206485
Census Tract 839500,4654347,554501,889965,718945,5.229809037,0.771270403,56.29322021,8.301889101
Census Tract 839600,4084607,457975,627066,519891,6.513839054,0.880905805,70.11441023,9.481995256
Census Tract 839700,10904764,1632486,2286004,2269086,4.770229623,0.719446508,51.34634644,7.7440611
Census Tract 839800,6666411,1086541,1129544,1158676,5.901860397,0.937743597,63.52712395,10.09379242
Census Tract 839900,16533245,2648726,2258420,2589319,7.320713153,1.022943098,78.7995345,11.01087261
Census Tract 840000,7484884,985321,1302392,1271728,5.747028544,0.774789106,61.86052705,8.339764118
Census Tract 840100,5539860,1001219,1004612,1069156,5.514427461,0.936457355,59.35682874,10.07994742
Census Tract 840200,8068764,890215,1141434,1019106,7.068971136,0.873525423,76.08980481,9.402553451
Census Tract 840300,7803223,1208441,1213805,1122333,6.428728667,1.076722328,69.19828926,11.58974767
Census Tract 840400,27609629,1403805,2031071,1889916,13.59363065,0.742786981,146.3206856,7.995295965
Census Tract 840700,7626750,1046849,1212946,1169398,6.287790223,0.895203344,67.68123982,9.635892748
Census Tract 840800,4595444,713161,765969,762483,5.999516952,0.935313968,64.57829082,10.06764009
Census Tract 841000,6294630,244703,745265,544703,8.446163445,0.449241146,90.91378583,4.835593534
Census Tract 841100,22529974,2805334,2729911,2764495,8.253006783,1.01477268,88.83466393,10.92292692
Census Tract 841200,9636968,1514850,1602287,1699550,6.014508013,0.891324174,64.73965332,9.594137692
Census Tract 841300,29679047,3977059,2635375,2571202,11.26179272,1.546770343,121.2209802,16.64930458
Census Tract 841400,2336665,516395,506857,606491,4.610106993,0.851447095,49.62280005,9.164904199
Census Tract 841500,3963915,691800,845835,781531,4.686392736,0.885185616,50.44393331,9.52806278
Census Tract 841600,1335520,340981,329735,368299,4.050282803,0.92582657,43.59690002,9.965518554
Census Tract 841700,4311166,686825,1355299,1352849,3.180970398,0.50768785,34.23969515,5.464708888
Census Tract 841800,5874301,931810,1019789,955943,5.760310221,0.974754771,62.00348989,10.49217755
Census Tract 841900,38853118,1226693,3325644,3317618,11.68288548,0.369751129,125.7535869,3.979969739
Census Tract 842000,2384705,629911,389053,573471,6.129511917,1.098418229,65.97754558,11.8232805
Census Tract 842100,28217142,2753199,3756901,3946694,7.510749418,0.697596267,80.84506871,7.508866954
Census Tract 842200,63439459,2565890,5839834,4072296,10.86322985,0.630084355,116.9308832,6.782174476
Census Tract 842300,16263522,1164676,3306934,2865285,4.918006226,0.406478239,52.93700123,4.375297231
Census Tract 842400,20262760,1828788,2008448,1823795,10.08876506,1.002737698,108.59461,10.7933834
Census Tract 842500,1770208,237753,275882,278957,6.416540405,0.852292647,69.06709584,9.174005654
Census Tract 842600,90303808,5300013,4915624,5105936,18.37077205,1.038010073,197.7414298,11.17305225
Census Tract 842800,23405084,2939393,2917228,2942626,8.023056134,0.998901321,86.35949468,10.75208897
Census Tract 842900,8368482,1018205,1131916,1090668,7.393200556,0.9335609,79.57978274,10.04877023
Census Tract 843000,11593228,1023111,1161676,1082190,9.979743061,0.945407923,107.4211065,10.17629057
Census Tract 843100,2898483,640623,663401,622283,4.369126667,1.029472121,47.02890829,11.08115046
Census Tract 843200,66203392,2131746,2720172,4835797,24.33794334,0.440826197,261.9715546,4.745015735
Census Tract 843300,2527316,326081,467677,448527,5.403977532,0.727004171,58.16795509,7.825411143
Census Tract 843400,4271899,546262,943165,815371,4.529323077,0.669955149,48.75324884,7.211340315
Census Tract 843500,29626253,1851535,1331377,1079473,22.2523395,1.715221224,239.522292,18.46249555
Census Tract 843600,5146830,982996,1237267,1218023,4.159837771,0.807042232,44.7761404,8.686934023
Census Tract 843700,18474147,1312309,2106563,2365374,8.769805128,0.554799791,94.39743741,5.971817817
Census Tract 843800,6079948,841306,779229,726478,7.802517617,1.158061221,83.98563681,12.46527261
Census Tract 843900,4882731,1200092,1951611,1324434,2.501897663,0.906116877,26.93021391,9.753365092
Census Tract 980100,82223779,704020,459868,554550,178.7986531,1.269533856,1924.573513,13.66515458
#N/A,2217776,205530,577997,207620,3.837002614,0.989933532,41.30117019,10.65556045
